item_id,order_id,product_id,category,quantity,price,discount
11761,1783,230,Electronics,1,268.66,30
11762,1783,287,Electronics,2,174.4,5
11763,1784,230,Electronics,2,77.43,30
11764,1785,622,Home,3,198.77,25
11765,1786,452,Clothing,1,58.32,0
11766,1787,290,Electronics,1,143.46,30
11767,1787,211,Electronics,1,40.43,25
11768,1788,307,Electronics,1,220.51,0
11769,1788,428,Clothing,1,57.29,0
11770,1789,565,Home,1,263.98,0
11771,1790,392,Clothing,1,39.89,5
11772,1790,478,Clothing,1,52.04,0
11773,1790,597,Home,2,132.45,15
11774,1791,465,Clothing,3,13.34,25
11775,1791,542,Home,3,208.98,0
11776,1792,645,Books,2,26.9,0
11777,1792,591,Home,2,264.64,0
11778,1793,646,Books,2,19.1,0
11779,1793,304,Electronics,3,167.63,25
11780,1793,666,Books,3,25.1,0
11781,1793,290,Electronics,1,289.71,0
11782,1794,282,Electronics,1,355.93,10
11783,1794,700,Toys,3,73.46,5
11784,1795,288,Electronics,1,494.13,20
11785,1795,500,Clothing,1,12.78,30
11786,1796,654,Books,1,12.98,0
11787,1796,547,Home,1,57.6,0
11788,1796,605,Home,3,71.18,0
11789,1796,350,Electronics,2,475.41,25
11790,1796,610,Home,1,192.23,0
11791,1797,344,Electronics,3,454.05,15
11792,1798,335,Electronics,1,39.42,0
11793,1798,589,Home,1,109.88,25
11794,1798,206,Electronics,1,202.72,0
11795,1799,557,Home,1,161.09,0
11796,1799,418,Clothing,1,142.01,0
11797,1799,483,Clothing,1,21.66,30
11798,1800,461,Clothing,1,27.99,0
11799,1800,325,Electronics,1,93.92,0
11800,1801,578,Home,2,190.98,30
11801,1801,695,Toys,1,70.88,0
11802,1801,255,Electronics,1,86.58,0
11803,1802,202,Electronics,1,120.91,0
11804,1802,399,Clothing,1,76.65,20
11805,1802,510,Clothing,1,112.42,0
11806,1802,641,Books,1,5.28,10
11807,1802,335,Electronics,1,486.91,0
11808,1803,317,Electronics,1,304.31,0
11809,1803,460,Clothing,1,45.13,10
11810,1803,472,Clothing,2,105.69,10
11811,1804,576,Home,2,137.58,0
11812,1804,661,Books,2,5.54,0
11813,1805,386,Clothing,1,144.3,0
11814,1805,573,Home,1,226.52,0
11815,1805,456,Clothing,1,86.43,0
11816,1805,317,Electronics,1,189.39,0
11817,1806,698,Toys,1,70.55,0
11818,1806,279,Electronics,1,380.27,5
11819,1806,648,Books,1,19.25,0
11820,1807,606,Home,3,58.05,0
11821,1808,339,Electronics,1,208.27,25
11822,1808,343,Electronics,1,367.39,10
11823,1809,255,Electronics,1,248.82,10
11824,1809,466,Clothing,3,122.51,5
11825,1810,551,Home,1,185.75,0
11826,1810,375,Clothing,2,130.97,20
11827,1811,308,Electronics,1,456.87,0
11828,1811,525,Clothing,3,120.15,0
11829,1812,266,Electronics,2,294.69,0
11830,1813,361,Clothing,1,115.03,0
11831,1813,242,Electronics,1,452.21,0
11832,1813,573,Home,1,236.57,0
11833,1813,342,Electronics,1,393.32,0
11834,1814,518,Clothing,1,48.19,15
11835,1814,510,Clothing,1,123.5,25
11836,1815,654,Books,2,17.71,0
11837,1816,213,Electronics,1,222.28,10
11838,1817,428,Clothing,1,48.3,30
11839,1818,366,Clothing,1,131.48,0
11840,1818,389,Clothing,2,62.5,20
11841,1819,492,Clothing,1,111.19,0
11842,1819,455,Clothing,1,19.51,25
11843,1820,385,Clothing,1,67.77,0
11844,1821,529,Home,1,171.21,10
11845,1821,430,Clothing,2,131.61,5
11846,1822,446,Clothing,1,42.57,10
11847,1822,457,Clothing,1,64.25,0
11848,1822,403,Clothing,1,117.18,30
11849,1823,452,Clothing,2,91.42,10
11850,1824,519,Clothing,1,81.52,10
11851,1824,587,Home,1,108.21,5
11852,1825,696,Toys,1,37.21,5
11853,1825,399,Clothing,2,132.39,25
11854,1826,504,Clothing,1,17.61,0
11855,1827,462,Clothing,1,11.73,0
11856,1828,569,Home,3,186.52,20
11857,1828,446,Clothing,1,148.15,0
11858,1828,328,Electronics,1,20.13,5
11859,1829,428,Clothing,1,32.33,10
11860,1830,344,Electronics,1,389.81,0
11861,1830,355,Clothing,1,140.51,0
11862,1831,216,Electronics,3,103.8,30
11863,1831,321,Electronics,2,353.56,5
11864,1831,560,Home,1,212.16,20
11865,1832,626,Books,1,5.6,0
11866,1832,537,Home,2,95.03,20
11867,1833,694,Toys,1,40.26,30
11868,1833,223,Electronics,2,228.97,0
11869,1833,451,Clothing,2,113.95,5
11870,1834,284,Electronics,3,368.58,0
11871,1834,365,Clothing,1,34.35,20
11872,1835,546,Home,1,138.04,0
11873,1835,654,Books,3,34.05,0
11874,1835,477,Clothing,1,15.99,0
11875,1835,641,Books,1,20.37,0
11876,1836,618,Home,2,127.96,0
11877,1837,495,Clothing,3,103.05,10
11878,1837,551,Home,2,110.45,30
11879,1838,553,Home,1,197.53,0
11880,1838,628,Books,2,37.23,0
11881,1838,697,Toys,1,18.39,15
11882,1839,478,Clothing,3,36.74,15
11883,1839,262,Electronics,2,346.63,20
11884,1839,687,Toys,3,55.63,25
11885,1840,420,Clothing,3,98.93,0
11886,1841,380,Clothing,1,108.09,0
11887,1841,397,Clothing,2,117.77,25
11888,1842,693,Toys,1,73.22,0
11889,1842,479,Clothing,1,44.35,0
11890,1843,373,Clothing,3,14.81,30
11891,1843,638,Books,1,9.27,0
11892,1844,293,Electronics,1,206.33,0
11893,1845,558,Home,1,143.74,0
11894,1845,221,Electronics,1,72.64,5
11895,1846,598,Home,1,65.34,0
11896,1847,499,Clothing,1,72.25,0
11897,1847,667,Books,1,10.94,0
11898,1847,510,Clothing,1,61.33,0
11899,1847,211,Electronics,2,196.78,0
11900,1848,560,Home,1,89.89,0
11901,1848,384,Clothing,1,44.05,0
11902,1849,296,Electronics,1,498.33,15
11903,1850,260,Electronics,1,90.75,30
11904,1850,401,Clothing,1,120.33,30
11905,1851,616,Home,3,260.27,0
11906,1851,297,Electronics,1,122.78,25
11907,1852,275,Electronics,2,89.79,0
11908,1852,445,Clothing,3,89.26,20
11909,1852,630,Books,3,42.26,0
11910,1853,215,Electronics,1,368.72,20
11911,1853,511,Clothing,2,41.46,0
11912,1853,446,Clothing,1,120.67,0
11913,1854,455,Clothing,1,14.33,5
11914,1854,561,Home,1,197.8,0
11915,1855,670,Books,2,32.24,0
11916,1855,638,Books,1,22.37,0
11917,1855,553,Home,1,209.42,0
11918,1856,451,Clothing,1,96.29,30
11919,1857,463,Clothing,3,55.38,10
11920,1858,466,Clothing,1,93.69,0
11921,1858,297,Electronics,2,86.85,0
11922,1858,352,Clothing,1,109.77,0
11923,1859,649,Books,1,31.92,0
11924,1859,373,Clothing,1,79.57,20
11925,1859,568,Home,1,168.16,25
11926,1860,402,Clothing,1,140.78,0
11927,1860,433,Clothing,3,87.09,0
11928,1861,451,Clothing,1,64.16,10
11929,1861,263,Electronics,2,46.16,0
11930,1862,602,Home,2,135.63,30
11931,1863,520,Clothing,1,43.7,25
11932,1863,493,Clothing,3,59.5,5
11933,1864,613,Home,1,169.39,10
11934,1865,339,Electronics,1,138.17,10
11935,1865,436,Clothing,2,138.47,5
11936,1865,323,Electronics,1,433.23,0
11937,1865,429,Clothing,1,21.48,0
11938,1865,427,Clothing,2,129.08,0
11939,1866,545,Home,2,164.32,20
11940,1867,240,Electronics,1,201.28,0
11941,1868,349,Electronics,1,441.31,0
11942,1869,234,Electronics,2,206.66,20
11943,1869,211,Electronics,2,456.41,15
11944,1870,334,Electronics,1,429.75,0
11945,1870,507,Clothing,1,15.08,5
11946,1870,590,Home,2,60.24,0
11947,1870,484,Clothing,1,140.48,15
11948,1871,296,Electronics,1,269.84,5
11949,1871,518,Clothing,1,119.8,0
11950,1871,683,Toys,2,28.75,0
11951,1871,417,Clothing,2,43.07,0
11952,1872,252,Electronics,2,276.3,0
11953,1873,474,Clothing,1,11.22,0
11954,1874,659,Books,1,7.18,10
11955,1874,324,Electronics,2,295.45,10
11956,1875,511,Clothing,1,62.84,20
11957,1876,482,Clothing,1,83.51,0
11958,1876,683,Toys,2,49.58,0
11959,1876,408,Clothing,1,67.07,0
11960,1877,508,Clothing,2,26.18,0
11961,1878,450,Clothing,1,70.98,0
11962,1879,584,Home,1,241.22,0
11963,1879,273,Electronics,1,128.99,20
11964,1879,405,Clothing,1,75.13,0
11965,1880,686,Toys,1,15.29,15
11966,1881,422,Clothing,1,124.95,0
11967,1881,221,Electronics,3,436.94,0
11968,1881,381,Clothing,1,53.45,0
11969,1882,339,Electronics,1,322.72,20
11970,1882,407,Clothing,1,95.81,15
11971,1882,346,Electronics,1,404.59,0
11972,1883,219,Electronics,1,379.49,0
11973,1883,696,Toys,2,31.77,0
11974,1883,575,Home,1,55.53,0
11975,1884,222,Electronics,1,83.81,10
11976,1884,414,Clothing,2,133.64,25
11977,1885,284,Electronics,1,251.68,20
11978,1885,669,Books,3,27.21,20
11979,1885,616,Home,1,294.15,0
11980,1885,690,Toys,1,47.45,0
11981,1885,580,Home,1,165.11,0
11982,1886,316,Electronics,1,150.65,0
11983,1886,354,Clothing,2,66.66,0
11984,1886,354,Clothing,1,125.37,0
11985,1886,633,Books,2,16.19,0
11986,1887,447,Clothing,1,118.5,0
11987,1888,413,Clothing,1,141.26,10
11988,1888,450,Clothing,1,144.16,0
11989,1889,513,Clothing,1,93.72,0
11990,1890,205,Electronics,1,450.36,0
11991,1890,607,Home,1,297.67,10
11992,1890,217,Electronics,3,196.05,0
11993,1891,370,Clothing,3,21.53,5
11994,1891,621,Home,3,240.02,0
11995,1891,622,Home,3,45.65,0
11996,1891,516,Clothing,2,20.04,0
11997,1892,281,Electronics,1,66.14,0
11998,1892,553,Home,1,111.52,20
11999,1892,615,Home,3,102.32,0
12000,1892,618,Home,2,82.01,0
12001,1893,277,Electronics,1,48.2,0
12002,1894,571,Home,1,234.55,0
12003,1895,263,Electronics,1,342.39,0
12004,1895,355,Clothing,1,76.25,10
12005,1896,631,Books,1,13.4,0
12006,1897,366,Clothing,2,114.34,0
12007,1897,538,Home,3,176.47,0
12008,1897,204,Electronics,1,140.29,15
12009,1898,510,Clothing,1,48.9,10
12010,1899,565,Home,1,111.1,25
12011,1899,304,Electronics,1,336.16,0
12012,1900,514,Clothing,3,37.53,0
12013,1900,575,Home,2,144.66,0
12014,1900,481,Clothing,1,149.55,15
12015,1900,371,Clothing,1,92.5,0
12016,1900,233,Electronics,1,441.55,0
12017,1901,503,Clothing,1,134.81,0
12018,1901,619,Home,3,87.43,25
12019,1902,323,Electronics,1,480.15,0
12020,1902,341,Electronics,2,471.16,30
12021,1902,607,Home,2,234.14,0
12022,1903,348,Electronics,2,464.3,30
12023,1903,369,Clothing,1,11.99,15
12024,1903,532,Home,1,151.76,30
12025,1904,664,Books,2,21.26,0
12026,1904,348,Electronics,1,283.37,10
12027,1905,607,Home,1,66.01,0
12028,1905,373,Clothing,2,119.14,5
12029,1905,447,Clothing,1,48.96,5
12030,1906,684,Toys,1,73.8,0
12031,1907,468,Clothing,1,77.02,0
12032,1907,524,Clothing,1,64.5,0
12033,1908,309,Electronics,1,252.04,0
12034,1908,558,Home,3,79.62,0
12035,1908,668,Books,2,30.09,0
12036,1909,219,Electronics,1,190.6,0
12037,1909,679,Toys,1,61.98,15
12038,1909,642,Books,1,9.32,0
12039,1909,593,Home,1,155.89,0
12040,1910,363,Clothing,1,69.59,5
12041,1910,229,Electronics,1,499.23,0
12042,1910,618,Home,1,111.88,0
12043,1911,358,Clothing,1,13.66,10
12044,1912,507,Clothing,1,23.32,15
12045,1912,363,Clothing,1,39.72,0
12046,1913,478,Clothing,1,109.79,0
12047,1913,646,Books,1,29.86,0
12048,1914,650,Books,1,34.61,0
12049,1914,227,Electronics,1,65.27,0
12050,1915,615,Home,1,169.46,25
12051,1916,671,Books,2,33.39,10
12052,1917,323,Electronics,1,271.03,30
12053,1917,598,Home,1,82.8,0
12054,1917,514,Clothing,1,83.89,20
12055,1918,656,Books,1,34.18,0
12056,1918,259,Electronics,1,141.41,10
12057,1919,582,Home,1,127.49,0
12058,1919,342,Electronics,3,295.8,0
12059,1919,568,Home,1,213.42,0
12060,1919,375,Clothing,1,30.21,0
12061,1919,603,Home,1,120.1,0
12062,1920,540,Home,1,73.93,0
12063,1921,451,Clothing,3,71.24,20
12064,1922,231,Electronics,1,117.84,15
12065,1922,273,Electronics,1,389.15,0
12066,1922,591,Home,1,114.14,0
12067,1922,431,Clothing,2,127.53,0
12068,1923,269,Electronics,1,253.23,25
12069,1923,461,Clothing,1,30.26,15
12070,1924,538,Home,1,130.06,5
12071,1925,588,Home,3,258.92,0
12072,1925,674,Books,1,27.37,0
12073,1925,277,Electronics,1,351.03,0
12074,1926,256,Electronics,2,223.93,0
12075,1927,632,Books,1,21.06,0
12076,1927,520,Clothing,1,16.41,20
12077,1928,691,Toys,1,15.43,0
12078,1929,253,Electronics,3,231.81,30
12079,1929,310,Electronics,1,143.1,0
12080,1929,410,Clothing,1,92.41,10
12081,1930,248,Electronics,2,399.73,0
12082,1930,523,Clothing,3,43.77,15
12083,1931,204,Electronics,1,496.28,0
12084,1931,655,Books,1,31.23,0
12085,1931,343,Electronics,1,468.63,0
12086,1932,522,Clothing,1,36.96,0
12087,1932,320,Electronics,2,114.01,10
12088,1932,352,Clothing,1,41.59,5
12089,1933,233,Electronics,1,201.48,5
12090,1934,592,Home,1,35.87,0
12091,1935,566,Home,1,207.99,0
12092,1936,505,Clothing,1,89.42,0
12093,1937,334,Electronics,3,403.19,0
12094,1938,439,Clothing,2,26.15,0
12095,1938,662,Books,2,29.01,0
12096,1938,487,Clothing,3,91.29,0
12097,1939,319,Electronics,1,44.36,0
12098,1939,479,Clothing,1,87.32,25
12099,1940,624,Home,1,257.32,10
12100,1940,558,Home,1,193.08,30
12101,1941,436,Clothing,1,128.61,5
12102,1941,600,Home,1,204.49,30
12103,1941,216,Electronics,1,99.16,0
12104,1942,447,Clothing,1,119.71,0
12105,1942,391,Clothing,1,145.61,10
12106,1942,381,Clothing,1,104.1,0
12107,1943,543,Home,1,154.97,0
12108,1944,457,Clothing,1,63.12,20
12109,1944,440,Clothing,1,10.39,10
12110,1944,394,Clothing,1,57.81,25
12111,1945,263,Electronics,1,149.32,15
12112,1945,390,Clothing,1,125.02,0
12113,1946,521,Clothing,1,43.65,0
12114,1946,515,Clothing,1,120.11,25
12115,1946,599,Home,3,278.52,5
12116,1947,644,Books,2,10.59,0
12117,1947,471,Clothing,1,112.66,0
12118,1947,530,Home,3,157.06,0
12119,1947,465,Clothing,2,36.28,0
12120,1948,405,Clothing,1,33.92,0
12121,1949,651,Books,2,21.57,0
12122,1950,599,Home,1,26.62,0
12123,1950,685,Toys,1,33.54,0
12124,1951,375,Clothing,1,36.83,0
12125,1951,574,Home,1,122.52,0
12126,1951,344,Electronics,2,266.23,0
12127,1952,316,Electronics,2,196.82,0
12128,1953,370,Clothing,1,95.41,0
12129,1953,545,Home,1,210.75,15
12130,1953,323,Electronics,1,485.47,0
12131,1953,300,Electronics,1,171.24,0
12132,1953,403,Clothing,2,122.83,30
12133,1954,604,Home,1,293.04,5
12134,1954,524,Clothing,1,28.86,0
12135,1954,316,Electronics,1,36.68,5
12136,1955,368,Clothing,1,144.5,0
12137,1955,599,Home,2,269.17,10
12138,1955,307,Electronics,3,34.11,20
12139,1956,674,Books,1,20.02,0
12140,1956,455,Clothing,1,49.71,0
12141,1957,202,Electronics,1,208.05,0
12142,1957,378,Clothing,1,53.57,5
12143,1958,477,Clothing,1,84.18,5
12144,1959,281,Electronics,1,262.81,20
12145,1959,341,Electronics,1,64.27,0
12146,1959,557,Home,2,52.06,0
12147,1960,453,Clothing,1,145.28,0
12148,1960,466,Clothing,1,28.03,0
12149,1961,305,Electronics,1,210.96,0
12150,1961,619,Home,2,22.77,20
12151,1962,331,Electronics,2,190.78,0
12152,1962,461,Clothing,1,71.07,30
12153,1962,634,Books,1,39.34,0
12154,1963,336,Electronics,3,75.6,25
12155,1963,203,Electronics,3,394.52,10
12156,1964,224,Electronics,1,329.67,0
12157,1965,210,Electronics,1,196.76,0
12158,1965,563,Home,1,178.61,0
12159,1965,566,Home,3,297.69,0
12160,1966,520,Clothing,1,97.43,0
12161,1966,646,Books,1,29.87,0
12162,1966,508,Clothing,1,116.55,0
12163,1967,602,Home,1,286.3,15
12164,1968,492,Clothing,3,37.22,10
12165,1968,256,Electronics,2,413.3,10
12166,1968,598,Home,1,174.56,0
12167,1968,409,Clothing,1,88.11,30
12168,1969,216,Electronics,1,123.64,0
12169,1969,571,Home,1,107.85,0
12170,1969,665,Books,1,47.75,25
12171,1969,588,Home,2,96.14,15
12172,1969,692,Toys,1,55.78,0
12173,1970,482,Clothing,2,66.87,0
12174,1970,479,Clothing,1,47.25,0
12175,1971,238,Electronics,1,289.66,0
12176,1971,251,Electronics,1,89.94,25
12177,1972,405,Clothing,1,121.48,25
12178,1972,340,Electronics,1,34.14,0
12179,1972,445,Clothing,1,103.48,0
12180,1973,229,Electronics,1,490.23,10
12181,1973,239,Electronics,1,112.8,0
12182,1974,229,Electronics,1,154.04,25
12183,1974,238,Electronics,2,174.27,0
12184,1975,529,Home,1,55.94,0
12185,1975,313,Electronics,1,149.66,0
12186,1975,426,Clothing,1,49.41,30
12187,1975,683,Toys,1,18.06,0
12188,1976,210,Electronics,1,438.78,0
12189,1977,283,Electronics,3,52.06,0
12190,1978,335,Electronics,1,113.73,10
12191,1978,246,Electronics,3,478.01,30
12192,1978,677,Toys,1,32.82,0
12193,1979,206,Electronics,3,455.67,0
12194,1980,313,Electronics,1,266.38,0
12195,1980,268,Electronics,1,488.69,10
12196,1981,352,Clothing,1,111.64,25
12197,1981,366,Clothing,2,51.16,5
12198,1981,421,Clothing,1,149.29,10
12199,1982,474,Clothing,1,74.85,0
12200,1982,542,Home,1,275.82,10
12201,1983,502,Clothing,1,35.53,0
12202,1983,334,Electronics,1,487.37,25
12203,1983,375,Clothing,2,78.78,0
12204,1983,511,Clothing,1,116.1,0
12205,1984,291,Electronics,1,498.04,15
12206,1984,318,Electronics,1,235.83,0
12207,1984,453,Clothing,2,92.41,0
12208,1985,641,Books,1,23.23,0
12209,1986,202,Electronics,1,336.28,10
12210,1986,523,Clothing,1,22.07,30
12211,1987,430,Clothing,1,66.69,5
12212,1987,468,Clothing,3,20.19,0
12213,1988,505,Clothing,1,84.8,0
12214,1988,321,Electronics,1,158.63,0
12215,1989,510,Clothing,1,127.85,30
12216,1990,350,Electronics,1,310.69,0
12217,1990,513,Clothing,1,100.62,20
12218,1991,585,Home,1,140.8,0
12219,1991,292,Electronics,1,234.84,0
12220,1991,477,Clothing,1,13.67,0
12221,1991,341,Electronics,1,314.73,0
12222,1991,540,Home,1,166.68,0
12223,1992,633,Books,2,19.41,0
12224,1992,453,Clothing,1,100.06,25
12225,1993,606,Home,1,91.76,15
12226,1993,587,Home,1,191.57,0
12227,1993,492,Clothing,1,33.51,0
12228,1994,436,Clothing,1,59.42,0
12229,1994,351,Clothing,1,143.23,0
12230,1995,644,Books,3,29.58,0
12231,1995,494,Clothing,1,33.02,30
12232,1996,678,Toys,3,32.72,25
12233,1996,288,Electronics,1,436.8,25
12234,1997,641,Books,1,30.2,0
12235,1998,335,Electronics,3,475.8,0
12236,1998,209,Electronics,1,382.87,0
12237,1999,262,Electronics,2,415.68,5
12238,1999,668,Books,1,7.11,0
12239,2000,220,Electronics,1,209.37,15
12240,2001,574,Home,1,76.12,0
12241,2002,636,Books,1,32.93,0
12242,2002,277,Electronics,1,72.37,0
12243,2003,397,Clothing,3,27.08,0
12244,2004,268,Electronics,1,193.27,25
12245,2004,470,Clothing,2,66.31,0
12246,2004,679,Toys,2,66.28,0
12247,2005,460,Clothing,2,85.45,10
12248,2005,271,Electronics,1,181.9,0
12249,2005,543,Home,1,223.87,0
12250,2006,631,Books,1,13.0,25
12251,2006,667,Books,1,8.73,0
12252,2006,371,Clothing,1,140.56,5
12253,2007,532,Home,1,82.38,0
12254,2008,307,Electronics,1,36.22,30
12255,2008,418,Clothing,1,35.5,15
12256,2009,398,Clothing,3,78.69,30
12257,2009,680,Toys,1,53.89,0
12258,2010,561,Home,1,74.61,0
12259,2010,470,Clothing,2,109.06,0
12260,2010,255,Electronics,1,50.2,10
12261,2010,650,Books,1,18.72,20
12262,2010,579,Home,1,84.75,10
12263,2011,442,Clothing,2,103.12,10
12264,2012,699,Toys,1,42.84,25
12265,2013,619,Home,1,144.27,0
12266,2014,482,Clothing,2,144.45,0
12267,2014,290,Electronics,1,115.19,0
12268,2015,296,Electronics,3,176.39,25
12269,2015,690,Toys,1,61.35,0
12270,2016,356,Clothing,1,87.09,10
12271,2017,605,Home,2,72.91,0
12272,2017,358,Clothing,1,111.47,30
12273,2017,652,Books,1,22.69,5
12274,2017,493,Clothing,2,90.87,0
12275,2017,456,Clothing,2,35.26,25
12276,2018,236,Electronics,1,340.03,0
12277,2019,452,Clothing,2,29.36,0
12278,2020,546,Home,1,241.07,0
12279,2021,223,Electronics,1,311.16,0
12280,2022,425,Clothing,1,113.6,0
12281,2022,391,Clothing,1,43.15,0
12282,2022,674,Books,2,38.78,0
12283,2022,594,Home,1,293.73,20
12284,2023,257,Electronics,1,186.51,0
12285,2023,689,Toys,1,60.41,0
12286,2024,286,Electronics,2,301.7,5
12287,2024,248,Electronics,1,333.8,0
12288,2025,203,Electronics,3,59.67,0
12289,2026,404,Clothing,1,31.25,5
12290,2027,439,Clothing,1,26.12,0
12291,2027,545,Home,1,129.77,10
12292,2028,376,Clothing,3,116.39,0
12293,2029,219,Electronics,1,202.54,5
12294,2029,539,Home,1,204.57,25
12295,2029,254,Electronics,2,104.55,5
12296,2030,673,Books,1,34.92,0
12297,2030,277,Electronics,1,28.22,0
12298,2031,380,Clothing,2,19.24,0
12299,2031,536,Home,3,218.97,0
12300,2031,377,Clothing,1,107.24,5
12301,2031,598,Home,1,291.13,15
12302,2031,298,Electronics,1,192.33,15
12303,2032,634,Books,3,44.96,0
12304,2033,417,Clothing,1,96.0,25
12305,2033,454,Clothing,1,33.29,0
12306,2033,427,Clothing,2,144.96,25
12307,2033,212,Electronics,1,82.39,0
12308,2034,364,Clothing,1,130.97,0
12309,2035,564,Home,1,31.71,15
12310,2036,528,Home,1,239.25,0
12311,2036,390,Clothing,1,149.73,20
12312,2036,632,Books,1,26.58,15
12313,2036,437,Clothing,1,87.69,0
12314,2037,667,Books,1,15.34,0
12315,2038,417,Clothing,1,86.21,0
12316,2038,616,Home,2,119.38,25
12317,2039,561,Home,1,159.88,0
12318,2039,253,Electronics,1,241.73,5
12319,2039,697,Toys,1,70.66,25
12320,2039,689,Toys,1,29.62,0
12321,2039,290,Electronics,1,114.35,20
12322,2040,420,Clothing,1,38.64,0
12323,2040,371,Clothing,1,132.1,20
12324,2041,673,Books,1,22.71,0
12325,2041,241,Electronics,1,135.46,20
12326,2041,210,Electronics,3,213.43,15
12327,2041,695,Toys,1,50.43,0
12328,2042,440,Clothing,1,12.75,0
12329,2042,500,Clothing,1,117.56,0
12330,2043,328,Electronics,2,172.0,15
12331,2044,353,Clothing,1,79.57,0
12332,2044,602,Home,3,197.08,0
12333,2044,302,Electronics,1,77.73,25
12334,2045,396,Clothing,1,77.89,0
12335,2045,449,Clothing,1,42.66,15
12336,2046,464,Clothing,1,91.6,0
12337,2046,513,Clothing,1,109.61,0
12338,2046,285,Electronics,2,478.76,10
12339,2047,477,Clothing,1,67.5,0
12340,2047,539,Home,1,243.93,0
12341,2047,249,Electronics,3,281.96,0
12342,2048,515,Clothing,1,133.89,0
12343,2048,430,Clothing,2,21.69,5
12344,2048,575,Home,1,182.48,30
12345,2049,676,Toys,1,26.72,0
12346,2049,283,Electronics,2,236.62,0
12347,2049,383,Clothing,1,113.24,20
12348,2049,698,Toys,1,39.51,10
12349,2049,232,Electronics,2,144.56,20
12350,2050,395,Clothing,1,66.45,0
12351,2050,543,Home,1,268.93,0
12352,2050,503,Clothing,1,33.15,0
12353,2051,635,Books,1,33.59,0
12354,2051,502,Clothing,1,109.87,5
12355,2051,605,Home,1,47.06,0
12356,2052,450,Clothing,2,106.73,0
12357,2053,677,Toys,2,65.95,0
12358,2054,416,Clothing,1,95.38,10
12359,2054,569,Home,1,22.3,0
12360,2055,488,Clothing,1,32.37,0
12361,2056,341,Electronics,1,261.22,0
12362,2056,605,Home,1,129.04,0
12363,2057,333,Electronics,1,494.01,0
12364,2057,509,Clothing,1,97.25,15
12365,2058,572,Home,1,296.33,0
12366,2058,284,Electronics,2,363.07,10
12367,2058,444,Clothing,2,57.84,0
12368,2058,223,Electronics,1,265.3,30
12369,2059,343,Electronics,1,145.85,0
12370,2059,420,Clothing,1,37.05,5
12371,2059,604,Home,1,33.01,0
12372,2059,448,Clothing,3,19.15,0
12373,2060,222,Electronics,3,370.15,0
12374,2060,437,Clothing,1,48.01,20
12375,2061,630,Books,1,13.31,0
12376,2061,393,Clothing,3,86.43,0
12377,2061,476,Clothing,1,138.12,0
12378,2062,360,Clothing,1,53.73,0
12379,2062,247,Electronics,1,489.87,0
12380,2063,507,Clothing,1,106.24,15
12381,2064,223,Electronics,1,53.78,30
12382,2064,573,Home,1,252.27,0
12383,2064,595,Home,1,127.54,0
12384,2064,328,Electronics,1,360.49,25
12385,2065,395,Clothing,1,93.18,0
12386,2065,355,Clothing,1,145.98,5
12387,2066,643,Books,3,43.77,0
12388,2066,421,Clothing,1,120.48,5
12389,2067,588,Home,1,23.32,0
12390,2067,688,Toys,1,23.89,0
12391,2068,601,Home,2,264.63,0
12392,2069,349,Electronics,1,180.32,0
12393,2069,318,Electronics,3,24.39,0
12394,2070,293,Electronics,2,225.53,0
12395,2071,592,Home,1,22.91,15
12396,2071,564,Home,1,274.55,0
12397,2072,231,Electronics,3,277.69,25
12398,2072,465,Clothing,3,77.37,25
12399,2073,683,Toys,3,72.6,0
12400,2073,340,Electronics,3,216.1,10
12401,2074,257,Electronics,1,273.81,20
12402,2075,644,Books,1,29.93,0
12403,2075,526,Home,3,285.18,10
12404,2075,264,Electronics,1,131.63,15
12405,2076,225,Electronics,3,142.14,0
12406,2076,347,Electronics,1,182.5,10
12407,2076,633,Books,2,10.01,0
12408,2076,279,Electronics,3,492.67,25
12409,2076,515,Clothing,2,112.34,25
12410,2077,592,Home,1,198.84,0
12411,2077,286,Electronics,1,436.45,0
12412,2077,395,Clothing,2,135.68,5
12413,2078,511,Clothing,3,125.74,30
12414,2078,526,Home,1,298.38,0
12415,2078,367,Clothing,1,30.28,0
12416,2079,207,Electronics,3,356.0,0
12417,2079,254,Electronics,1,363.27,20
12418,2079,459,Clothing,1,136.7,0
12419,2079,377,Clothing,3,49.04,30
12420,2080,473,Clothing,1,60.63,25
12421,2081,529,Home,2,243.13,0
12422,2082,434,Clothing,1,45.76,0
12423,2083,501,Clothing,2,133.87,0
12424,2083,507,Clothing,3,54.03,0
12425,2084,431,Clothing,1,42.56,0
12426,2085,330,Electronics,1,117.79,0
12427,2085,316,Electronics,1,133.02,0
12428,2086,538,Home,1,23.57,0
12429,2086,281,Electronics,3,291.96,0
12430,2086,465,Clothing,2,139.38,0
12431,2086,486,Clothing,3,33.49,5
12432,2086,208,Electronics,1,104.35,5
12433,2087,259,Electronics,1,423.81,0
12434,2087,645,Books,1,41.09,0
12435,2088,352,Clothing,1,23.01,30
12436,2089,462,Clothing,2,48.69,0
12437,2090,410,Clothing,1,126.49,0
12438,2090,218,Electronics,2,497.4,0
12439,2091,618,Home,1,226.53,0
12440,2091,628,Books,1,36.01,0
12441,2092,402,Clothing,1,22.12,10
12442,2092,345,Electronics,1,175.49,25
12443,2092,338,Electronics,2,245.33,0
12444,2092,208,Electronics,1,289.61,20
12445,2093,474,Clothing,1,66.74,20
